id_cliente,fecha_observacion,probabilidad_churn_90d,prediccion_churn_90d,nivel_riesgo_churn,recencia_dias,frecuencia_365d,monto_365d,cantidad_365d,ticket_promedio_365d,descuento_pct_ponderado_365d,categorias_distintas_365d,canales_distintos_365d,participacion_digital_365d,antiguedad_cliente_dias,edad,genero,ciudad,segmento,canal_preferido,modelo,ventana_historica_dias,horizonte_churn_dias
C10377,2025-12-31,0.4744934670095658,0,Medio,1,7.0,11819.97,38.0,1688.5671428571427,0.06412388173386478,5.0,2.0,0.42857142857142855,2177,27.0,M,Arequipa,Masivo,Web,Logistic Regression,365,90
C12399,2025-12-31,0.46485403797550123,0,Medio,34,4.0,10110.48,24.0,2527.62,0.05166314519752337,4.0,2.0,0.5,2177,42.0,M,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C12401,2025-12-31,0.47267885049661384,0,Medio,158,5.0,1103.38,22.0,220.67600000000002,0.06335351606933669,4.0,3.0,0.4,2177,42.0,M,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C14911,2025-12-31,0.47935860988235174,0,Medio,17,6.0,3207.18,26.0,534.53,0.06222323054520788,5.0,3.0,0.3333333333333333,2177,47.0,F,Cusco,Masivo,App,Logistic Regression,365,90
C14854,2025-12-31,0.4588258516964993,0,Medio,118,2.0,234.98000000000002,7.0,117.49000000000001,0.08583295724234527,3.0,2.0,0.5,2176,18.0,M,Lima,Masivo,Tienda,Logistic Regression,365,90
C09015,2025-12-31,0.4782596930924522,0,Medio,18,4.0,449.90999999999997,8.0,112.47749999999999,0.040327070090866425,4.0,3.0,0.5,2176,34.0,F,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C07137,2025-12-31,0.48731319558420466,0,Medio,43,6.0,3501.1499999999996,20.0,583.525,0.04109718311016409,6.0,2.0,0.16666666666666666,2176,26.0,No especificado,Cusco,Masivo,Tienda,Logistic Regression,365,90
C00562,2025-12-31,0.4860980806207809,0,Medio,68,7.0,6894.45,30.0,984.9214285714286,0.06183817411632793,6.0,3.0,0.2857142857142857,2176,47.0,No especificado,Lima,Premium,Tienda,Logistic Regression,365,90
C07910,2025-12-31,0.45733333376201724,0,Medio,5,4.0,1031.0,25.0,257.75,0.04089773014809854,3.0,2.0,0.25,2176,32.0,F,Arequipa,Preferente,Tienda,Logistic Regression,365,90
C11773,2025-12-31,0.4353096621782672,0,Medio,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176,40.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C08799,2025-12-31,0.4458398343549624,0,Medio,8,6.0,10590.960000000001,74.0,1765.16,0.04196027976936757,6.0,3.0,0.3333333333333333,2176,18.0,F,Lima,Masivo,App,Logistic Regression,365,90
C03491,2025-12-31,0.4613302756254896,0,Medio,43,3.0,8520.67,18.0,2840.2233333333334,0.0009582114332077983,4.0,2.0,0.3333333333333333,2176,53.0,F,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C08410,2025-12-31,0.4797835811752661,0,Medio,57,6.0,9044.78,27.0,1507.4633333333334,0.06646258655693069,5.0,3.0,0.3333333333333333,2176,27.0,F,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C06775,2025-12-31,0.46373398660371284,0,Medio,156,5.0,5493.39,34.0,1098.678,0.040694763918818384,5.0,1.0,0.0,2176,54.0,F,Lima,Masivo,Web,Logistic Regression,365,90
C13927,2025-12-31,0.4706483319609461,0,Medio,15,5.0,17986.47,36.0,3597.2940000000003,0.008973331261632654,6.0,2.0,0.2,2176,42.0,M,Lima,Preferente,Tienda,Logistic Regression,365,90
C11459,2025-12-31,0.4740776017940692,0,Medio,161,5.0,12930.48,28.0,2586.096,0.0654142688426103,6.0,2.0,1.0,2176,33.0,F,Lima,Masivo,App,Logistic Regression,365,90
C03407,2025-12-31,0.47650647682665065,0,Medio,23,6.0,4121.42,30.0,686.9033333333333,0.03397804573911779,5.0,2.0,0.16666666666666666,2176,58.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C09490,2025-12-31,0.4661745765440046,0,Medio,1,5.0,14237.47,36.0,2847.4939999999997,0.03818487609034015,5.0,3.0,0.4,2176,41.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C02819,2025-12-31,0.4678731521351647,0,Medio,93,6.0,11893.76,50.0,1982.2933333333333,0.09161047831589303,6.0,3.0,0.5,2175,53.0,F,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C11386,2025-12-31,0.4645445551956393,0,Medio,59,4.0,2113.4700000000003,29.0,528.3675000000001,0.0601619907771804,5.0,2.0,0.5,2175,55.0,F,Lima,Premium,Tienda,Logistic Regression,365,90
C12046,2025-12-31,0.4706476525340457,0,Medio,47,7.0,8248.4,53.0,1178.3428571428572,0.053463190418485525,6.0,3.0,0.2857142857142857,2175,38.0,F,Trujillo,Premium,Tienda,Logistic Regression,365,90
C10231,2025-12-31,0.4750103402310616,0,Medio,42,3.0,2526.38,14.0,842.1266666666667,0.02077467654788022,6.0,1.0,0.0,2175,29.0,F,Trujillo,Premium,Tienda,Logistic Regression,365,90
C03034,2025-12-31,0.47319573585973224,0,Medio,1,7.0,4391.38,47.0,627.34,0.0655227010888879,6.0,2.0,0.14285714285714285,2175,40.0,M,Arequipa,Masivo,,Logistic Regression,365,90
C00813,2025-12-31,0.4823757896637664,0,Medio,5,6.0,5594.22,31.0,932.37,0.048525818560327096,6.0,3.0,0.6666666666666666,2174,52.0,F,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C13531,2025-12-31,0.4950452150359102,0,Medio,14,8.0,13057.36,29.0,1632.17,0.04003840446523883,6.0,3.0,0.25,2174,18.0,F,Trujillo,Masivo,App,Logistic Regression,365,90
C01746,2025-12-31,0.48014874341808783,0,Medio,62,6.0,4653.79,27.0,775.6316666666667,0.020354129687947323,6.0,3.0,0.5,2174,18.0,M,Lima,Masivo,Web,Logistic Regression,365,90
C06907,2025-12-31,0.4485120923544907,0,Medio,172,2.0,10933.57,7.0,5466.785,0.015362296078493178,3.0,1.0,0.0,2174,28.0,F,Lima,Preferente,Tienda,Logistic Regression,365,90
C10932,2025-12-31,0.4672601395468313,0,Medio,32,7.0,13572.840000000002,51.0,1938.9771428571432,0.03968997354570352,5.0,3.0,0.42857142857142855,2174,25.0,M,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C07642,2025-12-31,0.4644076415936499,0,Medio,199,5.0,9106.73,31.0,1821.346,0.023146049606918323,5.0,1.0,0.0,2173,46.0,F,Lima,Premium,Web,Logistic Regression,365,90
C04028,2025-12-31,0.4887974797878258,0,Medio,31,6.0,5262.23,21.0,877.0383333333333,0.015226844312531462,6.0,2.0,0.16666666666666666,2173,28.0,F,Trujillo,Masivo,Tienda,Logistic Regression,365,90
